time_averaged_ChA,power_averaged_ChA,
   0.00000,   0.75656
   0.23482,   0.73362
   0.46965,   0.73933
   0.70447,   0.72809
   0.93930,   0.73344
   1.17412,   0.73876
   1.40895,   0.75760
   1.64377,   0.74454
   1.87860,   0.73957
   2.11342,   0.75660
   2.34824,   0.73779
   2.58307,   0.72767
   2.81789,   0.74159
   3.05272,   0.75042
   3.28754,   0.74807
   3.52237,   0.75360
   3.75719,   0.73549
   3.99202,   0.75421
   4.22684,   0.72862
   4.46166,   0.74043
   4.69649,   0.74779
   4.93131,   0.74375
   5.16614,   0.73599
   5.40096,   0.75949
   5.63579,   0.73738
   5.87061,   0.75106
   6.10544,   0.71852
   6.34026,   0.74787
   6.57509,   0.75187
   6.80991,   0.75202
   7.04473,   0.77996
   7.27956,   0.75095
   7.51438,   0.75044
   7.74921,   0.74744
   7.98403,   0.74783
   8.21886,   0.75158
   8.45368,   0.74130
   8.68851,   0.75634
   8.92333,   0.73709
   9.15815,   0.76439
   9.39298,   0.76661
   9.62780,   0.78190
   9.86263,   0.78110
  10.09745,   0.77604
  10.33228,   0.78586
  10.56710,   0.78687
  10.80193,   0.78783
  11.03675,   0.79491
  11.27157,   0.82988
  11.50640,   0.82385
  11.74122,   0.83248
  11.97605,   0.81085
  12.21087,   0.81078
  12.44570,   0.81094
  12.68052,   0.84276
  12.91535,   0.83841
  13.15017,   0.84007
  13.38499,   0.87228
  13.61982,   0.86883
  13.85464,   0.87944
  14.08947,   0.91138
  14.32429,   0.91386
  14.55912,   0.94924
  14.79394,   0.93308
  15.02877,   0.95577
  15.26359,   0.98800
  15.49841,   0.97657
  15.73324,   1.01113
  15.96806,   1.02261
  16.20289,   1.02158
  16.43771,   1.05379
  16.67254,   1.06640
  16.90736,   1.08661
  17.14219,   1.14729
  17.37701,   1.17575
  17.61184,   1.19118
  17.84666,   1.18105
  18.08148,   1.31593
  18.31631,   1.60216
  18.55113,   1.86409
  18.78596,   1.93796
  19.02078,   2.20736
  19.25561,   3.42238
  19.49043,   5.79426
  19.72526,   8.10768
  19.96008,   8.47895
  20.19490,   6.72159
  20.42973,   4.07392
  20.66455,   2.31590
  20.89938,   1.83194
  21.13420,   1.82912
  21.36903,   1.70298
  21.60385,   1.43672
  21.83868,   1.29254
  22.07350,   1.22259
  22.30832,   1.20318
  22.54315,   1.17790
  22.77797,   1.14814
  23.01280,   1.10849
  23.24762,   1.07974
  23.48245,   1.05693
  23.71727,   1.05811
  23.95210,   1.02535
  24.18692,   0.99240
  24.42174,   0.96785
  24.65657,   0.95539
  24.89139,   0.93058
  25.12622,   0.93487
  25.36104,   0.93805
  25.59587,   0.91093
  25.83069,   0.90187
  26.06552,   0.86822
  26.30034,   0.83528
  26.53516,   0.86178
  26.76999,   0.83879
  27.00481,   0.82927
  27.23964,   0.84436
  27.47446,   0.83223
  27.70929,   0.85586
  27.94411,   0.86251
  28.17894,   0.88382
  28.41376,   0.84601
  28.64859,   0.81811
  28.88341,   0.78604
  29.11823,   0.80054
  29.35306,   0.77714
  29.58788,   0.77613
  29.82271,   0.76444
  30.05753,   0.75230
  30.29236,   0.75836
  30.52718,   0.75673
  30.76201,   0.75818
  30.99683,   0.77275
  31.23165,   0.75585
  31.46648,   0.75675
  31.70130,   0.76219
  31.93613,   0.76345
  32.17095,   0.75499
  32.40578,   0.73787
  32.64060,   0.73714
  32.87543,   0.75232
  33.11025,   0.75515
  33.34507,   0.76511
  33.57990,   0.74063
  33.81472,   0.74220
  34.04955,   0.73617
  34.28437,   0.74212
  34.51920,   0.76438
  34.75402,   0.73997
  34.98885,   0.73112
  35.22367,   0.75137
  35.45849,   0.72837
  35.69332,   0.76343
  35.92814,   0.73364
  36.16297,   0.75310
  36.39779,   0.72620
  36.63262,   0.74228
  36.86744,   0.73997
  37.10227,   0.75629
  37.33709,   0.75020
  37.57191,   0.73835
  37.80674,   0.73383
  38.04156,   0.75091
  38.27639,   0.74113
  38.51121,   0.74846
  38.74604,   0.72673
  38.98086,   0.76086
  39.21569,   0.73503
  39.45051,   0.75525
  39.68534,   0.74086
  39.92016,   0.75692
  40.15498,   0.73770
  40.38981,   0.73523
  40.62463,   0.75372
  40.85946,   0.74107
  41.09428,   0.74867
  41.32911,   0.74102
  41.56393,   0.72776
  41.79876,   0.73487
  42.03358,   0.74529
  42.26840,   0.73921
  42.50323,   0.74630
  42.73805,   0.73679
  42.97288,   0.73041
  43.20770,   0.73499
  43.44253,   0.73313
  43.67735,   0.74902
  43.91218,   0.71905
  44.14700,   0.74188
  44.38182,   0.75445
  44.61665,   0.76271
  44.85147,   0.75969
  45.08630,   0.74903
  45.32112,   0.75590
  45.55595,   0.74467
  45.79077,   0.73939
  46.02560,   0.75575
  46.26042,   0.74336
  46.49524,   0.74732
  46.73007,   0.74696
  46.96489,   0.75401
  47.19972,   0.76806
  47.43454,   0.76678
  47.66937,   0.77207
  47.90419,   0.74420
  48.13902,   0.76177
  48.37384,   0.75407
  48.60867,   0.76125
  48.84349,   0.75074
  49.07831,   0.74675
  49.31314,   0.76576
  49.54796,   0.76525
  49.78279,   0.76933
  50.01761,   0.78977
  50.25244,   0.78177
  50.48726,   0.76857
  50.72209,   0.78949
  50.95691,   0.81224
  51.19173,   0.80973
  51.42656,   0.83389
  51.66138,   0.81996
  51.89621,   0.81529
  52.13103,   0.83651
  52.36586,   0.81511
  52.60068,   0.82090
  52.83551,   0.84086
  53.07033,   0.83564
  53.30515,   0.85784
  53.53998,   0.87563
  53.77480,   0.88491
  54.00963,   0.89799
  54.24445,   0.91959
  54.47928,   0.93432
  54.71410,   0.95784
  54.94893,   0.96356
  55.18375,   0.96394
  55.41857,   0.98741
  55.65340,   0.98974
  55.88822,   1.01999
  56.12305,   1.02119
  56.35787,   1.05193
  56.59270,   1.07792
  56.82752,   1.07831
  57.06235,   1.10941
  57.29717,   1.15460
  57.53199,   1.19467
  57.76682,   1.19738
  58.00164,   1.24175
  58.23647,   1.48887
  58.47129,   1.78947
  58.70612,   1.94320
  58.94094,   2.05646
  59.17577,   2.86764
  59.41059,   4.95000
  59.64542,   7.47120
  59.88024,   8.66563
  60.11506,   7.51950
  60.34989,   4.90891
  60.58471,   2.74778
  60.81954,   1.89932
  61.05436,   1.81987
  61.28919,   1.77525
  61.52401,   1.53356
  61.75884,   1.32595
  61.99366,   1.22907
  62.22848,   1.21947
  62.46331,   1.17750
  62.69813,   1.14770
  62.93296,   1.12274
  63.16778,   1.08836
  63.40261,   1.05301
  63.63743,   1.04586
  63.87226,   1.01459
