time_averaged_ChA,power_averaged_ChA,
   0.00000,   0.75056
   0.23482,   0.72432
   0.46965,   0.74465
   0.70447,   0.73261
   0.93930,   0.73144
   1.17412,   0.74223
   1.40895,   0.73269
   1.64377,   0.72676
   1.87860,   0.74055
   2.11342,   0.72439
   2.34824,   0.74303
   2.58307,   0.74622
   2.81789,   0.73534
   3.05272,   0.73069
   3.28754,   0.73435
   3.52237,   0.72850
   3.75719,   0.73689
   3.99202,   0.72715
   4.22684,   0.74312
   4.46166,   0.75247
   4.69649,   0.74786
   4.93131,   0.72455
   5.16614,   0.74537
   5.40096,   0.72903
   5.63579,   0.73418
   5.87061,   0.74654
   6.10544,   0.74043
   6.34026,   0.73937
   6.57509,   0.74676
   6.80991,   0.74043
   7.04473,   0.74239
   7.27956,   0.77248
   7.51438,   0.75533
   7.74921,   0.75890
   7.98403,   0.73351
   8.21886,   0.73238
   8.45368,   0.75436
   8.68851,   0.75684
   8.92333,   0.75272
   9.15815,   0.77517
   9.39298,   0.75951
   9.62780,   0.77739
   9.86263,   0.78197
  10.09745,   0.77573
  10.33228,   0.80155
  10.56710,   0.78087
  10.80193,   0.79116
  11.03675,   0.80739
  11.27157,   0.82307
  11.50640,   0.84546
  11.74122,   0.84978
  11.97605,   0.83993
  12.21087,   0.83551
  12.44570,   0.82296
  12.68052,   0.84343
  12.91535,   0.84096
  13.15017,   0.84236
  13.38499,   0.85046
  13.61982,   0.86461
  13.85464,   0.88602
  14.08947,   0.88367
  14.32429,   0.90328
  14.55912,   0.94146
  14.79394,   0.96154
  15.02877,   0.97397
  15.26359,   0.98354
  15.49841,   0.99615
  15.73324,   1.00000
  15.96806,   1.03992
  16.20289,   1.02351
  16.43771,   1.05922
  16.67254,   1.06982
  16.90736,   1.09443
  17.14219,   1.13923
  17.37701,   1.19868
  17.61184,   1.19964
  17.84666,   1.21837
  18.08148,   1.35536
  18.31631,   1.62357
  18.55113,   1.84061
  18.78596,   1.90807
  19.02078,   2.12923
  19.25561,   3.38725
  19.49043,   5.80231
  19.72526,   8.13962
  19.96008,   8.69132
  20.19490,   6.83307
  20.42973,   4.12004
  20.66455,   2.23460
  20.89938,   1.70420
  21.13420,   1.75761
  21.36903,   1.68470
  21.60385,   1.44237
  21.83868,   1.29205
  22.07350,   1.23253
  22.30832,   1.20234
  22.54315,   1.15679
  22.77797,   1.13902
  23.01280,   1.10609
  23.24762,   1.07960
  23.48245,   1.05801
  23.71727,   1.03427
  23.95210,   0.99359
  24.18692,   0.99311
  24.42174,   0.97899
  24.65657,   0.95649
  24.89139,   0.94060
  25.12622,   0.90517
  25.36104,   0.89349
