in s,C4 in V
-1.319880E-03,1.12588E-01
-1.319788E-03,1.12588E-01
-1.319696E-03,1.13076E-01
-1.319604E-03,1.13076E-01
-1.319512E-03,1.12588E-01
-1.319420E-03,1.11123E-01
-1.319328E-03,1.13076E-01
-1.319236E-03,1.12588E-01
-1.319144E-03,1.11123E-01
-1.319052E-03,1.09658E-01
-1.318960E-03,1.10635E-01
-1.318868E-03,1.09658E-01
-1.318776E-03,1.11123E-01
-1.318684E-03,1.10635E-01
-1.318592E-03,1.11611E-01
-1.318500E-03,1.13076E-01
-1.318408E-03,1.10146E-01
-1.318316E-03,1.11123E-01
-1.318224E-03,1.11123E-01
-1.318132E-03,1.10146E-01
-1.318040E-03,1.10635E-01
-1.317948E-03,1.10146E-01
-1.317856E-03,1.10635E-01
-1.317764E-03,1.09658E-01
-1.317672E-03,1.11611E-01
-1.317580E-03,1.11123E-01
-1.317488E-03,1.11123E-01
-1.317396E-03,1.09170E-01
-1.317304E-03,1.10635E-01
-1.317212E-03,1.09170E-01
-1.317120E-03,1.08682E-01
-1.317028E-03,1.08193E-01
-1.316936E-03,1.07705E-01
-1.316844E-03,1.08193E-01
-1.316752E-03,1.09658E-01
-1.316660E-03,1.09658E-01
-1.316568E-03,1.08193E-01
-1.316476E-03,1.08193E-01
-1.316384E-03,1.08193E-01
-1.316292E-03,1.08682E-01
-1.316200E-03,1.07217E-01
-1.316108E-03,1.08193E-01
-1.316016E-03,1.07705E-01
-1.315924E-03,1.07217E-01
-1.315832E-03,1.06729E-01
-1.315740E-03,1.07217E-01
-1.315648E-03,1.09170E-01
-1.315556E-03,1.09658E-01
-1.315464E-03,1.08193E-01
-1.315372E-03,1.08193E-01
-1.315280E-03,1.06729E-01
-1.315188E-03,1.08682E-01
-1.315096E-03,1.07217E-01
-1.315004E-03,1.06729E-01
-1.314912E-03,1.06240E-01
-1.314820E-03,1.06240E-01
-1.314728E-03,1.07217E-01
-1.314636E-03,1.05264E-01
-1.314544E-03,1.05752E-01
-1.314452E-03,1.04775E-01
-1.314360E-03,1.03799E-01
-1.314268E-03,1.04775E-01
-1.314176E-03,1.03799E-01
-1.314084E-03,1.06240E-01
-1.313992E-03,1.05752E-01
-1.313900E-03,1.03311E-01
-1.313808E-03,1.03311E-01
-1.313716E-03,1.02822E-01
-1.313624E-03,1.03799E-01
-1.313532E-03,1.04287E-01
-1.313440E-03,1.06240E-01
-1.313348E-03,1.06240E-01
-1.313256E-03,1.04287E-01
-1.313164E-03,1.04287E-01
-1.313072E-03,1.05264E-01
-1.312980E-03,1.06729E-01
-1.312888E-03,1.04287E-01
-1.312796E-03,1.03799E-01
-1.312704E-03,1.04775E-01
-1.312612E-03,1.04287E-01
-1.312520E-03,1.04287E-01
-1.312428E-03,1.04775E-01
-1.312336E-03,1.03311E-01
-1.312244E-03,1.04287E-01
-1.312152E-03,1.02822E-01
-1.312060E-03,1.03799E-01
-1.311968E-03,1.02334E-01
-1.311876E-03,1.02334E-01
-1.311784E-03,1.01846E-01
-1.311692E-03,1.00869E-01
-1.311600E-03,1.00869E-01
-1.311508E-03,1.02334E-01
-1.311416E-03,9.94043E-02
-1.311324E-03,1.00869E-01
-1.311232E-03,1.00869E-01
-1.311140E-03,1.00381E-01
-1.311048E-03,1.00869E-01
-1.310956E-03,1.00381E-01
-1.310864E-03,1.00869E-01
-1.310772E-03,1.01846E-01
-1.310680E-03,1.00869E-01
-1.310588E-03,1.00869E-01
-1.310496E-03,1.02334E-01
-1.310404E-03,1.01357E-01
-1.310312E-03,1.02334E-01
-1.310220E-03,1.00381E-01
-1.310128E-03,1.00381E-01
-1.310036E-03,9.98926E-02
-1.309944E-03,1.00869E-01
-1.309852E-03,1.00381E-01
-1.309760E-03,9.94043E-02
-1.309668E-03,1.00869E-01
-1.309576E-03,9.89160E-02
-1.309484E-03,9.79395E-02
-1.309392E-03,9.98926E-02
-1.309300E-03,9.98926E-02
-1.309208E-03,9.89160E-02
-1.309116E-03,9.89160E-02
-1.309024E-03,9.74512E-02
-1.308932E-03,9.79395E-02
-1.308840E-03,9.79395E-02
-1.308748E-03,9.98926E-02
-1.308656E-03,9.74512E-02
-1.308564E-03,9.84277E-02
-1.308472E-03,9.64746E-02
-1.308380E-03,9.69629E-02
-1.308288E-03,9.79395E-02
-1.308196E-03,9.74512E-02
-1.308104E-03,9.84277E-02
-1.308012E-03,9.79395E-02
-1.307920E-03,9.74512E-02
-1.307828E-03,9.54980E-02
-1.307736E-03,9.84277E-02
-1.307644E-03,9.69629E-02
-1.307552E-03,9.79395E-02
-1.307460E-03,9.74512E-02
-1.307368E-03,9.89160E-02
-1.307276E-03,9.94043E-02
-1.307184E-03,9.74512E-02
-1.307092E-03,9.69629E-02
-1.307000E-03,9.74512E-02
-1.306908E-03,9.69629E-02
-1.306816E-03,9.74512E-02
-1.306724E-03,9.69629E-02
-1.306632E-03,9.69629E-02
-1.306540E-03,9.69629E-02
-1.306448E-03,9.59863E-02
-1.306356E-03,9.54980E-02
-1.306264E-03,9.54980E-02
-1.306172E-03,9.40332E-02
-1.306080E-03,9.54980E-02
-1.305988E-03,9.50098E-02
-1.305896E-03,9.54980E-02
-1.305804E-03,9.50098E-02
-1.305712E-03,9.50098E-02
-1.305620E-03,9.45215E-02
-1.305528E-03,9.25684E-02
-1.305436E-03,9.45215E-02
-1.305344E-03,9.50098E-02
-1.305252E-03,9.50098E-02
-1.305160E-03,9.40332E-02
-1.305068E-03,9.40332E-02
-1.304976E-03,9.30566E-02
-1.304884E-03,9.40332E-02
-1.304792E-03,9.35449E-02
-1.304700E-03,9.40332E-02
-1.304608E-03,9.35449E-02
-1.304516E-03,9.35449E-02
-1.304424E-03,9.40332E-02
-1.304332E-03,9.25684E-02
-1.304240E-03,9.35449E-02
-1.304148E-03,9.30566E-02
-1.304056E-03,9.35449E-02
-1.303964E-03,9.30566E-02
-1.303872E-03,9.20801E-02
-1.303780E-03,9.20801E-02
-1.303688E-03,9.45215E-02
-1.303596E-03,9.20801E-02
-1.303504E-03,9.20801E-02
-1.303412E-03,9.30566E-02
-1.303320E-03,9.25684E-02
-1.303228E-03,9.11035E-02
-1.303136E-03,9.15918E-02
-1.303044E-03,9.15918E-02
-1.302952E-03,9.06152E-02
-1.302860E-03,9.30566E-02
-1.302768E-03,9.11035E-02
-1.302676E-03,9.20801E-02
-1.302584E-03,9.11035E-02
-1.302492E-03,8.91504E-02
-1.302400E-03,8.91504E-02
-1.302308E-03,9.01270E-02
-1.302216E-03,8.96387E-02
-1.302124E-03,8.81738E-02
-1.302032E-03,8.91504E-02
-1.301940E-03,9.01270E-02
-1.301848E-03,8.91504E-02
-1.301756E-03,9.06152E-02
-1.301664E-03,8.81738E-02
-1.301572E-03,8.81738E-02
-1.301480E-03,8.91504E-02
-1.301388E-03,8.86621E-02
-1.301296E-03,9.11035E-02
-1.301204E-03,8.86621E-02
-1.301112E-03,8.96387E-02
-1.301020E-03,8.96387E-02
-1.300928E-03,8.91504E-02
-1.300836E-03,8.71973E-02
-1.300744E-03,8.86621E-02
-1.300652E-03,8.81738E-02
-1.300560E-03,8.96387E-02
-1.300468E-03,8.86621E-02
-1.300376E-03,8.86621E-02
-1.300284E-03,8.67090E-02
-1.300192E-03,8.76855E-02
-1.300100E-03,8.76855E-02
-1.300008E-03,8.71973E-02
-1.299916E-03,8.86621E-02
-1.299824E-03,8.57324E-02
-1.299732E-03,8.76855E-02
-1.299640E-03,8.57324E-02
-1.299548E-03,8.67090E-02
-1.299456E-03,8.76855E-02
-1.299364E-03,8.57324E-02
-1.299272E-03,8.47559E-02
-1.299180E-03,8.47559E-02
-1.299088E-03,8.71973E-02
-1.298996E-03,8.52441E-02
-1.298904E-03,8.52441E-02
-1.298812E-03,8.37793E-02
-1.298720E-03,8.47559E-02
-1.298628E-03,8.32910E-02
-1.298536E-03,8.47559E-02
-1.298444E-03,8.42676E-02
-1.298352E-03,8.37793E-02
-1.298260E-03,8.37793E-02
-1.298168E-03,8.37793E-02
-1.298076E-03,8.42676E-02
-1.297984E-03,8.47559E-02
-1.297892E-03,8.47559E-02
-1.297800E-03,8.37793E-02
-1.297708E-03,8.37793E-02
-1.297616E-03,8.37793E-02
-1.297524E-03,8.28027E-02
-1.297432E-03,8.37793E-02
-1.297340E-03,8.13379E-02
-1.297248E-03,8.18262E-02
-1.297156E-03,8.18262E-02
-1.297064E-03,8.32910E-02
-1.296972E-03,8.18262E-02
-1.296880E-03,8.28027E-02
-1.296788E-03,8.18262E-02
-1.296696E-03,8.28027E-02
-1.296604E-03,8.18262E-02
-1.296512E-03,8.13379E-02
-1.296420E-03,8.08496E-02
-1.296328E-03,8.08496E-02
-1.296236E-03,8.13379E-02
-1.296144E-03,8.13379E-02
-1.296052E-03,8.08496E-02
-1.295960E-03,8.13379E-02
-1.295868E-03,8.08496E-02
-1.295776E-03,8.13379E-02
-1.295684E-03,8.08496E-02
-1.295592E-03,7.98730E-02
-1.295500E-03,8.08496E-02
-1.295408E-03,8.23145E-02
-1.295316E-03,7.93848E-02
-1.295224E-03,7.93848E-02
-1.295132E-03,7.98730E-02
-1.295040E-03,7.98730E-02
-1.294948E-03,8.03613E-02
-1.294856E-03,8.08496E-02
-1.294764E-03,7.93848E-02
-1.294672E-03,7.93848E-02
-1.294580E-03,7.98730E-02
-1.294488E-03,8.03613E-02
-1.294396E-03,7.79199E-02
-1.294304E-03,7.88965E-02
-1.294212E-03,7.79199E-02
-1.294120E-03,7.98730E-02
-1.294028E-03,7.98730E-02
-1.293936E-03,7.88965E-02
-1.293844E-03,7.88965E-02
-1.293752E-03,7.74316E-02
-1.293660E-03,7.69434E-02
-1.293568E-03,7.64551E-02
-1.293476E-03,7.69434E-02
-1.293384E-03,7.84082E-02
-1.293292E-03,7.69434E-02
-1.293200E-03,7.74316E-02
-1.293108E-03,7.84082E-02
-1.293016E-03,7.69434E-02
-1.292924E-03,7.88965E-02
-1.292832E-03,7.88965E-02
-1.292740E-03,7.59668E-02
-1.292648E-03,7.79199E-02
-1.292556E-03,7.79199E-02
-1.292464E-03,7.40137E-02
-1.292372E-03,7.74316E-02
-1.292280E-03,7.59668E-02
-1.292188E-03,7.64551E-02
-1.292096E-03,7.64551E-02
-1.292004E-03,7.54785E-02
-1.291912E-03,7.64551E-02
-1.291820E-03,7.40137E-02
-1.291728E-03,7.45020E-02
-1.291636E-03,7.64551E-02
-1.291544E-03,7.49902E-02
-1.291452E-03,7.45020E-02
-1.291360E-03,7.54785E-02
-1.291268E-03,7.45020E-02
-1.291176E-03,7.59668E-02
-1.291084E-03,7.40137E-02
-1.290992E-03,7.30371E-02
-1.290900E-03,7.30371E-02
-1.290808E-03,7.54785E-02
-1.290716E-03,7.25488E-02
-1.290624E-03,7.40137E-02
-1.290532E-03,7.49902E-02
-1.290440E-03,7.59668E-02
-1.290348E-03,7.64551E-02
-1.290256E-03,7.40137E-02
-1.290164E-03,7.49902E-02
-1.290072E-03,7.25488E-02
-1.289980E-03,7.35254E-02
-1.289888E-03,7.35254E-02
-1.289796E-03,7.15723E-02
-1.289704E-03,7.20605E-02
-1.289612E-03,7.40137E-02
-1.289520E-03,7.25488E-02
-1.289428E-03,7.30371E-02
-1.289336E-03,7.25488E-02
-1.289244E-03,7.05957E-02
-1.289152E-03,7.20605E-02
-1.289060E-03,7.01074E-02
-1.288968E-03,7.20605E-02
-1.288876E-03,6.96191E-02
-1.288784E-03,6.96191E-02
-1.288692E-03,7.15723E-02
-1.288600E-03,6.96191E-02
-1.288508E-03,6.86426E-02
-1.288416E-03,7.10840E-02
-1.288324E-03,7.01074E-02
-1.288232E-03,7.10840E-02
-1.288140E-03,7.10840E-02
-1.288048E-03,7.15723E-02
-1.287956E-03,6.96191E-02
-1.287864E-03,6.96191E-02
-1.287772E-03,7.10840E-02
-1.287680E-03,7.05957E-02
-1.287588E-03,7.01074E-02
-1.287496E-03,7.05957E-02
-1.287404E-03,6.91309E-02
-1.287312E-03,7.15723E-02
-1.287220E-03,7.25488E-02
-1.287128E-03,7.01074E-02
-1.287036E-03,7.01074E-02
-1.286944E-03,7.05957E-02
-1.286852E-03,6.86426E-02
-1.286760E-03,7.10840E-02
-1.286668E-03,7.01074E-02
-1.286576E-03,6.81543E-02
-1.286484E-03,6.71777E-02
-1.286392E-03,6.66895E-02
-1.286300E-03,6.66895E-02
-1.286208E-03,6.71777E-02
-1.286116E-03,6.71777E-02
-1.286024E-03,6.81543E-02
-1.285932E-03,6.71777E-02
-1.285840E-03,6.76660E-02
-1.285748E-03,6.62012E-02
-1.285656E-03,6.62012E-02
-1.285564E-03,6.66895E-02
-1.285472E-03,6.91309E-02
-1.285380E-03,6.86426E-02
-1.285288E-03,6.81543E-02
-1.285196E-03,6.81543E-02
-1.285104E-03,6.66895E-02
-1.285012E-03,6.81543E-02
-1.284920E-03,6.66895E-02
-1.284828E-03,6.66895E-02
-1.284736E-03,6.66895E-02
-1.284644E-03,6.66895E-02
-1.284552E-03,6.86426E-02
-1.284460E-03,6.57129E-02
-1.284368E-03,6.57129E-02
-1.284276E-03,6.66895E-02
-1.284184E-03,6.52246E-02
-1.284092E-03,6.66895E-02
-1.284000E-03,6.57129E-02
-1.283908E-03,6.52246E-02
-1.283816E-03,6.66895E-02
-1.283724E-03,6.42480E-02
-1.283632E-03,6.37598E-02
-1.283540E-03,6.37598E-02
-1.283448E-03,6.32715E-02
-1.283356E-03,6.42480E-02
-1.283264E-03,6.22949E-02
-1.283172E-03,6.27832E-02
-1.283080E-03,6.37598E-02
-1.282988E-03,6.37598E-02
-1.282896E-03,6.37598E-02
-1.282804E-03,6.22949E-02
-1.282712E-03,6.37598E-02
-1.282620E-03,6.47363E-02
-1.282528E-03,6.37598E-02
-1.282436E-03,6.52246E-02
-1.282344E-03,6.52246E-02
-1.282252E-03,6.42480E-02
-1.282160E-03,6.22949E-02
-1.282068E-03,6.37598E-02
-1.281976E-03,6.42480E-02
-1.281884E-03,6.37598E-02
-1.281792E-03,6.32715E-02
-1.281700E-03,6.37598E-02
-1.281608E-03,6.37598E-02
-1.281516E-03,6.32715E-02
-1.281424E-03,6.32715E-02
-1.281332E-03,6.32715E-02
-1.281240E-03,6.13184E-02
-1.281148E-03,6.27832E-02
-1.281056E-03,6.03418E-02
-1.280964E-03,6.08301E-02
-1.280872E-03,6.13184E-02
-1.280780E-03,6.13184E-02
-1.280688E-03,6.27832E-02
-1.280596E-03,6.08301E-02
-1.280504E-03,5.98535E-02
-1.280412E-03,6.03418E-02
-1.280320E-03,6.18066E-02
-1.280228E-03,6.03418E-02
-1.280136E-03,6.08301E-02
-1.280044E-03,6.13184E-02
-1.279952E-03,6.13184E-02
-1.279860E-03,6.18066E-02
-1.279768E-03,6.13184E-02
-1.279676E-03,6.08301E-02
-1.279584E-03,6.27832E-02
-1.279492E-03,6.13184E-02
-1.279400E-03,6.08301E-02
-1.279308E-03,6.22949E-02
-1.279216E-03,6.18066E-02
-1.279124E-03,6.08301E-02
-1.279032E-03,5.93652E-02
-1.278940E-03,5.93652E-02
-1.278848E-03,6.08301E-02
-1.278756E-03,5.93652E-02
-1.278664E-03,6.08301E-02
-1.278572E-03,5.93652E-02
-1.278480E-03,5.83887E-02
-1.278388E-03,5.64355E-02
-1.278296E-03,5.93652E-02
-1.278204E-03,5.79004E-02
-1.278112E-03,5.79004E-02
-1.278020E-03,5.69238E-02
-1.277928E-03,5.54590E-02
-1.277836E-03,5.74121E-02
-1.277744E-03,5.64355E-02
-1.277652E-03,5.88770E-02
-1.277560E-03,5.64355E-02
-1.277468E-03,5.69238E-02
-1.277376E-03,5.74121E-02
-1.277284E-03,5.74121E-02
-1.277192E-03,5.88770E-02
-1.277100E-03,5.79004E-02
-1.277008E-03,5.79004E-02
-1.276916E-03,6.03418E-02
-1.276824E-03,5.79004E-02
-1.276732E-03,5.74121E-02
-1.276640E-03,5.83887E-02
-1.276548E-03,5.79004E-02
-1.276456E-03,5.79004E-02
-1.276364E-03,5.79004E-02
-1.276272E-03,5.83887E-02
-1.276180E-03,5.54590E-02
-1.276088E-03,5.64355E-02
-1.275996E-03,5.74121E-02
-1.275904E-03,5.49707E-02
-1.275812E-03,5.49707E-02
-1.275720E-03,5.44824E-02
-1.275628E-03,5.39941E-02
-1.275536E-03,5.39941E-02
-1.275444E-03,5.54590E-02
-1.275352E-03,5.59473E-02
-1.275260E-03,5.30176E-02
-1.275168E-03,5.59473E-02
-1.275076E-03,5.35059E-02
-1.274984E-03,5.59473E-02
-1.274892E-03,5.35059E-02
-1.274800E-03,5.59473E-02
-1.274708E-03,5.59473E-02
-1.274616E-03,5.39941E-02
-1.274524E-03,5.44824E-02
-1.274432E-03,5.54590E-02
-1.274340E-03,5.64355E-02
-1.274248E-03,5.74121E-02
-1.274156E-03,5.49707E-02
-1.274064E-03,5.69238E-02
-1.273972E-03,5.74121E-02
-1.273880E-03,5.54590E-02
-1.273788E-03,5.44824E-02
-1.273696E-03,5.54590E-02
-1.273604E-03,5.44824E-02
-1.273512E-03,5.35059E-02
-1.273420E-03,5.30176E-02
-1.273328E-03,5.25293E-02
-1.273236E-03,5.25293E-02
-1.273144E-03,5.25293E-02
-1.273052E-03,5.05762E-02
-1.272960E-03,5.39941E-02
-1.272868E-03,5.05762E-02
-1.272776E-03,5.20410E-02
-1.272684E-03,5.15527E-02
-1.272592E-03,5.05762E-02
-1.272500E-03,5.05762E-02
-1.272408E-03,5.25293E-02
-1.272316E-03,5.10645E-02
-1.272224E-03,5.25293E-02
-1.272132E-03,5.05762E-02
-1.272040E-03,5.30176E-02
-1.271948E-03,5.15527E-02
-1.271856E-03,5.15527E-02
-1.271764E-03,5.30176E-02
-1.271672E-03,5.25293E-02
-1.271580E-03,5.39941E-02
-1.271488E-03,5.15527E-02
-1.271396E-03,5.20410E-02
-1.271304E-03,5.25293E-02
-1.271212E-03,5.05762E-02
-1.271120E-03,5.25293E-02
-1.271028E-03,5.10645E-02
-1.270936E-03,5.10645E-02
-1.270844E-03,5.05762E-02
-1.270752E-03,5.05762E-02
-1.270660E-03,5.10645E-02
-1.270568E-03,4.95996E-02
-1.270476E-03,5.00879E-02
-1.270384E-03,5.15527E-02
-1.270292E-03,5.00879E-02
-1.270200E-03,4.81348E-02
-1.270108E-03,4.76465E-02
-1.270016E-03,4.76465E-02
-1.269924E-03,5.00879E-02
-1.269832E-03,4.86230E-02
-1.269740E-03,4.91113E-02
-1.269648E-03,4.95996E-02
-1.269556E-03,5.00879E-02
-1.269464E-03,4.95996E-02
-1.269372E-03,4.81348E-02
-1.269280E-03,4.91113E-02
-1.269188E-03,5.00879E-02
-1.269096E-03,5.05762E-02
-1.269004E-03,4.95996E-02
-1.268912E-03,5.00879E-02
-1.268820E-03,4.91113E-02
-1.268728E-03,5.05762E-02
-1.268636E-03,4.86230E-02
-1.268544E-03,4.95996E-02
-1.268452E-03,4.95996E-02
-1.268360E-03,5.00879E-02
-1.268268E-03,4.76465E-02
-1.268176E-03,5.00879E-02
-1.268084E-03,4.86230E-02
-1.267992E-03,4.91113E-02
-1.267900E-03,4.66699E-02
-1.267808E-03,4.86230E-02
-1.267716E-03,4.76465E-02
-1.267624E-03,4.71582E-02
-1.267532E-03,4.71582E-02
-1.267440E-03,4.66699E-02
-1.267348E-03,4.66699E-02
-1.267256E-03,4.61816E-02
-1.267164E-03,4.71582E-02
-1.267072E-03,4.66699E-02
-1.266980E-03,4.66699E-02
-1.266888E-03,4.66699E-02
-1.266796E-03,4.71582E-02
-1.266704E-03,4.81348E-02
-1.266612E-03,4.71582E-02
-1.266520E-03,4.76465E-02
-1.266428E-03,4.81348E-02
-1.266336E-03,4.86230E-02
-1.266244E-03,4.81348E-02
-1.266152E-03,4.86230E-02
-1.266060E-03,4.61816E-02
-1.265968E-03,4.76465E-02
-1.265876E-03,4.76465E-02
-1.265784E-03,4.56934E-02
-1.265692E-03,4.71582E-02
-1.265600E-03,4.56934E-02
-1.265508E-03,4.61816E-02
-1.265416E-03,4.52051E-02
-1.265324E-03,4.61816E-02
-1.265232E-03,4.56934E-02
-1.265140E-03,4.56934E-02
-1.265048E-03,4.52051E-02
-1.264956E-03,4.32520E-02
-1.264864E-03,4.66699E-02
-1.264772E-03,4.56934E-02
-1.264680E-03,4.52051E-02
-1.264588E-03,4.56934E-02
-1.264496E-03,4.27637E-02
-1.264404E-03,4.56934E-02
-1.264312E-03,4.32520E-02
-1.264220E-03,4.37402E-02
-1.264128E-03,4.32520E-02
-1.264036E-03,4.42285E-02
-1.263944E-03,4.52051E-02
-1.263852E-03,4.42285E-02
-1.263760E-03,4.66699E-02
-1.263668E-03,4.47168E-02
-1.263576E-03,4.56934E-02
-1.263484E-03,4.52051E-02
-1.263392E-03,4.37402E-02
-1.263300E-03,4.42285E-02
-1.263208E-03,4.61816E-02
-1.263116E-03,4.52051E-02
-1.263024E-03,4.42285E-02
-1.262932E-03,4.47168E-02
-1.262840E-03,4.27637E-02
-1.262748E-03,4.52051E-02
-1.262656E-03,4.47168E-02
-1.262564E-03,4.32520E-02
-1.262472E-03,4.32520E-02
-1.262380E-03,4.27637E-02
-1.262288E-03,4.17871E-02
-1.262196E-03,4.27637E-02
-1.262104E-03,4.03223E-02
-1.262012E-03,4.32520E-02
-1.261920E-03,4.17871E-02
-1.261828E-03,4.03223E-02
-1.261736E-03,4.32520E-02
-1.261644E-03,4.32520E-02
-1.261552E-03,4.08105E-02
-1.261460E-03,4.17871E-02
-1.261368E-03,4.22754E-02
-1.261276E-03,4.27637E-02
-1.261184E-03,4.32520E-02
-1.261092E-03,4.12988E-02
-1.261000E-03,4.27637E-02
-1.260908E-03,4.37402E-02
-1.260816E-03,4.17871E-02
-1.260724E-03,4.17871E-02
-1.260632E-03,4.27637E-02
-1.260540E-03,4.42285E-02
-1.260448E-03,4.22754E-02
-1.260356E-03,4.37402E-02
-1.260264E-03,4.22754E-02
-1.260172E-03,4.32520E-02
-1.260080E-03,4.37402E-02
-1.259988E-03,4.37402E-02
-1.259896E-03,4.03223E-02
-1.259804E-03,4.22754E-02
-1.259712E-03,4.22754E-02
-1.259620E-03,4.08105E-02
-1.259528E-03,3.98340E-02
-1.259436E-03,3.93457E-02
-1.259344E-03,4.22754E-02
-1.259252E-03,3.93457E-02
-1.259160E-03,4.03223E-02
-1.259068E-03,4.12988E-02
-1.258976E-03,4.17871E-02
-1.258884E-03,4.12988E-02
-1.258792E-03,4.17871E-02
-1.258700E-03,4.12988E-02
-1.258608E-03,4.17871E-02
-1.258516E-03,4.03223E-02
-1.258424E-03,4.03223E-02
-1.258332E-03,4.12988E-02
-1.258240E-03,4.17871E-02
-1.258148E-03,4.27637E-02
-1.258056E-03,4.22754E-02
-1.257964E-03,4.12988E-02
-1.257872E-03,4.32520E-02
-1.257780E-03,3.98340E-02
-1.257688E-03,3.93457E-02
-1.257596E-03,4.12988E-02
-1.257504E-03,4.12988E-02
-1.257412E-03,4.03223E-02
-1.257320E-03,4.12988E-02
-1.257228E-03,4.03223E-02
-1.257136E-03,4.08105E-02
-1.257044E-03,3.83691E-02
-1.256952E-03,3.93457E-02
-1.256860E-03,3.88574E-02
-1.256768E-03,3.98340E-02
-1.256676E-03,3.98340E-02
-1.256584E-03,3.88574E-02
-1.256492E-03,3.93457E-02
-1.256400E-03,3.78809E-02
-1.256308E-03,4.03223E-02
-1.256216E-03,3.93457E-02
-1.256124E-03,3.78809E-02
-1.256032E-03,3.83691E-02
-1.255940E-03,3.93457E-02
-1.255848E-03,4.17871E-02
-1.255756E-03,3.93457E-02
-1.255664E-03,3.98340E-02
-1.255572E-03,3.88574E-02
-1.255480E-03,3.88574E-02
-1.255388E-03,3.98340E-02
-1.255296E-03,3.88574E-02
-1.255204E-03,3.98340E-02
-1.255112E-03,3.93457E-02
-1.255020E-03,3.93457E-02
-1.254928E-03,3.78809E-02
-1.254836E-03,3.93457E-02
-1.254744E-03,3.98340E-02
-1.254652E-03,4.03223E-02
-1.254560E-03,3.78809E-02
-1.254468E-03,3.83691E-02
-1.254376E-03,3.93457E-02
-1.254284E-03,3.69043E-02
-1.254192E-03,3.73926E-02
-1.254100E-03,3.73926E-02
-1.254008E-03,3.78809E-02
-1.253916E-03,3.69043E-02
-1.253824E-03,3.78809E-02
-1.253732E-03,3.59277E-02
-1.253640E-03,3.69043E-02
-1.253548E-03,3.78809E-02
-1.253456E-03,3.64160E-02
-1.253364E-03,3.83691E-02
-1.253272E-03,3.78809E-02
-1.253180E-03,3.88574E-02
-1.253088E-03,3.78809E-02
-1.252996E-03,3.78809E-02
-1.252904E-03,3.83691E-02
-1.252812E-03,3.73926E-02
-1.252720E-03,3.93457E-02
-1.252628E-03,3.83691E-02
-1.252536E-03,3.83691E-02
-1.252444E-03,3.64160E-02
-1.252352E-03,3.73926E-02
-1.252260E-03,3.73926E-02
-1.252168E-03,3.78809E-02
-1.252076E-03,3.49512E-02
-1.251984E-03,3.69043E-02
-1.251892E-03,3.78809E-02
-1.251800E-03,3.73926E-02
-1.251708E-03,3.49512E-02
-1.251616E-03,3.64160E-02
-1.251524E-03,3.59277E-02
-1.251432E-03,3.59277E-02
-1.251340E-03,3.59277E-02
-1.251248E-03,3.59277E-02
-1.251156E-03,3.64160E-02
-1.251064E-03,3.49512E-02
-1.250972E-03,3.44629E-02
-1.250880E-03,3.49512E-02
-1.250788E-03,3.49512E-02
-1.250696E-03,3.59277E-02
-1.250604E-03,3.59277E-02
-1.250512E-03,3.54395E-02
-1.250420E-03,3.64160E-02
-1.250328E-03,3.39746E-02
-1.250236E-03,3.59277E-02
-1.250144E-03,3.64160E-02
-1.250052E-03,3.54395E-02
-1.249960E-03,3.64160E-02
-1.249868E-03,3.69043E-02
-1.249776E-03,3.69043E-02
-1.249684E-03,3.73926E-02
-1.249592E-03,3.54395E-02
-1.249500E-03,3.44629E-02
-1.249408E-03,3.49512E-02
-1.249316E-03,3.39746E-02
-1.249224E-03,3.64160E-02
-1.249132E-03,3.59277E-02
-1.249040E-03,3.54395E-02
-1.248948E-03,3.39746E-02
-1.248856E-03,3.34863E-02
-1.248764E-03,3.39746E-02
-1.248672E-03,3.49512E-02
-1.248580E-03,3.29980E-02
-1.248488E-03,3.44629E-02
-1.248396E-03,3.15332E-02
-1.248304E-03,3.34863E-02
-1.248212E-03,3.25098E-02
-1.248120E-03,3.39746E-02
-1.248028E-03,3.39746E-02
-1.247936E-03,3.25098E-02
-1.247844E-03,3.29980E-02
-1.247752E-03,3.34863E-02
-1.247660E-03,3.44629E-02
-1.247568E-03,3.29980E-02
-1.247476E-03,3.39746E-02
-1.247384E-03,3.34863E-02
-1.247292E-03,3.44629E-02
-1.247200E-03,3.59277E-02
-1.247108E-03,3.59277E-02
-1.247016E-03,3.39746E-02
-1.246924E-03,3.44629E-02
-1.246832E-03,3.49512E-02
-1.246740E-03,3.44629E-02
-1.246648E-03,3.49512E-02
-1.246556E-03,3.54395E-02
-1.246464E-03,3.34863E-02
-1.246372E-03,3.29980E-02
-1.246280E-03,3.34863E-02
-1.246188E-03,3.25098E-02
-1.246096E-03,3.29980E-02
-1.246004E-03,3.29980E-02
-1.245912E-03,3.29980E-02
-1.245820E-03,3.25098E-02
-1.245728E-03,3.25098E-02
-1.245636E-03,3.25098E-02
-1.245544E-03,3.34863E-02
-1.245452E-03,3.20215E-02
-1.245360E-03,3.10449E-02
-1.245268E-03,3.25098E-02
-1.245176E-03,3.29980E-02
-1.245084E-03,3.15332E-02
-1.244992E-03,3.39746E-02
-1.244900E-03,3.05566E-02
-1.244808E-03,3.25098E-02
-1.244716E-03,3.20215E-02
-1.244624E-03,3.25098E-02
-1.244532E-03,3.29980E-02
-1.244440E-03,3.29980E-02
-1.244348E-03,3.15332E-02
-1.244256E-03,3.10449E-02
