in s,C4 in V
-5.215528E-03,2.60049E-01
-5.215436E-03,2.60537E-01
-5.215344E-03,2.60049E-01
-5.215252E-03,2.62979E-01
-5.215160E-03,2.62490E-01
-5.215068E-03,2.61514E-01
-5.214976E-03,2.60049E-01
-5.214884E-03,2.58096E-01
-5.214792E-03,2.58584E-01
-5.214700E-03,2.52236E-01
-5.214608E-03,2.52236E-01
-5.214516E-03,2.50771E-01
-5.214424E-03,2.49307E-01
-5.214332E-03,2.45889E-01
-5.214240E-03,2.45400E-01
-5.214148E-03,2.43447E-01
-5.214056E-03,2.41982E-01
-5.213964E-03,2.39053E-01
-5.213872E-03,2.39541E-01
-5.213780E-03,2.40029E-01
-5.213688E-03,2.38564E-01
-5.213596E-03,2.40518E-01
-5.213504E-03,2.39053E-01
-5.213412E-03,2.41006E-01
-5.213320E-03,2.43447E-01
-5.213228E-03,2.46377E-01
-5.213136E-03,2.47354E-01
-5.213044E-03,2.49307E-01
-5.212952E-03,2.51260E-01
-5.212860E-03,2.52725E-01
-5.212768E-03,2.54678E-01
-5.212676E-03,2.55654E-01
-5.212584E-03,2.55654E-01
-5.212492E-03,2.58584E-01
-5.212400E-03,2.56143E-01
-5.212308E-03,2.54189E-01
-5.212216E-03,2.54678E-01
-5.212124E-03,2.51748E-01
-5.212032E-03,2.49795E-01
-5.211940E-03,2.50283E-01
-5.211848E-03,2.47354E-01
-5.211756E-03,2.43936E-01
-5.211664E-03,2.41982E-01
-5.211572E-03,2.39053E-01
-5.211480E-03,2.39053E-01
-5.211388E-03,2.35635E-01
-5.211296E-03,2.35635E-01
-5.211204E-03,2.35635E-01
-5.211112E-03,2.35146E-01
-5.211020E-03,2.34658E-01
-5.210928E-03,2.35635E-01
-5.210836E-03,2.36123E-01
-5.210744E-03,2.37100E-01
-5.210652E-03,2.37588E-01
-5.210560E-03,2.39053E-01
-5.210468E-03,2.41494E-01
-5.210376E-03,2.42471E-01
-5.210284E-03,2.44912E-01
-5.210192E-03,2.46865E-01
-5.210100E-03,2.47842E-01
-5.210008E-03,2.49307E-01
-5.209916E-03,2.50771E-01
-5.209824E-03,2.50283E-01
-5.209732E-03,2.51260E-01
-5.209640E-03,2.49795E-01
-5.209548E-03,2.48330E-01
-5.209456E-03,2.47354E-01
-5.209364E-03,2.44424E-01
-5.209272E-03,2.43936E-01
-5.209180E-03,2.40518E-01
-5.209088E-03,2.39541E-01
-5.208996E-03,2.38076E-01
-5.208904E-03,2.35635E-01
-5.208812E-03,2.36611E-01
-5.208720E-03,2.32217E-01
-5.208628E-03,2.31729E-01
-5.208536E-03,2.29775E-01
-5.208444E-03,2.28311E-01
-5.208352E-03,2.28311E-01
-5.208260E-03,2.27822E-01
-5.208168E-03,2.31729E-01
-5.208076E-03,2.31240E-01
-5.207984E-03,2.31729E-01
-5.207892E-03,2.33193E-01
-5.207800E-03,2.33193E-01
-5.207708E-03,2.34658E-01
-5.207616E-03,2.38564E-01
-5.207524E-03,2.39053E-01
-5.207432E-03,2.40518E-01
-5.207340E-03,2.41982E-01
-5.207248E-03,2.42959E-01
-5.207156E-03,2.45400E-01
-5.207064E-03,2.44424E-01
-5.206972E-03,2.44424E-01
-5.206880E-03,2.43447E-01
-5.206788E-03,2.42471E-01
-5.206696E-03,2.43447E-01
-5.206604E-03,2.39541E-01
-5.206512E-03,2.38564E-01
-5.206420E-03,2.35635E-01
-5.206328E-03,2.33193E-01
-5.206236E-03,2.30752E-01
-5.206144E-03,2.27334E-01
-5.206052E-03,2.26357E-01
-5.205960E-03,2.26357E-01
-5.205868E-03,2.22939E-01
-5.205776E-03,2.23916E-01
-5.205684E-03,2.22939E-01
-5.205592E-03,2.24404E-01
-5.205500E-03,2.22451E-01
-5.205408E-03,2.23916E-01
-5.205316E-03,2.24893E-01
-5.205224E-03,2.24404E-01
-5.205132E-03,2.27822E-01
-5.205040E-03,2.28311E-01
-5.204948E-03,2.31729E-01
-5.204856E-03,2.32705E-01
-5.204764E-03,2.33682E-01
-5.204672E-03,2.36123E-01
-5.204580E-03,2.36611E-01
-5.204488E-03,2.37100E-01
-5.204396E-03,2.37588E-01
-5.204304E-03,2.40029E-01
-5.204212E-03,2.39541E-01
-5.204120E-03,2.36123E-01
-5.204028E-03,2.35146E-01
-5.203936E-03,2.33193E-01
-5.203844E-03,2.31729E-01
-5.203752E-03,2.29775E-01
-5.203660E-03,2.26846E-01
-5.203568E-03,2.24404E-01
-5.203476E-03,2.26357E-01
-5.203384E-03,2.20986E-01
-5.203292E-03,2.22451E-01
-5.203200E-03,2.19033E-01
-5.203108E-03,2.20498E-01
-5.203016E-03,2.18057E-01
-5.202924E-03,2.18545E-01
-5.202832E-03,2.18057E-01
-5.202740E-03,2.18057E-01
-5.202648E-03,2.19521E-01
-5.202556E-03,2.21475E-01
-5.202464E-03,2.20498E-01
-5.202372E-03,2.23916E-01
-5.202280E-03,2.24404E-01
-5.202188E-03,2.25381E-01
-5.202096E-03,2.27822E-01
-5.202004E-03,2.26357E-01
-5.201912E-03,2.29287E-01
-5.201820E-03,2.31729E-01
-5.201728E-03,2.30752E-01
-5.201636E-03,2.31240E-01
-5.201544E-03,2.30264E-01
-5.201452E-03,2.30264E-01
-5.201360E-03,2.28799E-01
-5.201268E-03,2.27822E-01
-5.201176E-03,2.25869E-01
-5.201084E-03,2.25869E-01
-5.200992E-03,2.25381E-01
-5.200900E-03,2.21475E-01
-5.200808E-03,2.20986E-01
-5.200716E-03,2.19521E-01
-5.200624E-03,2.19033E-01
-5.200532E-03,2.17080E-01
-5.200440E-03,2.13662E-01
-5.200348E-03,2.16592E-01
-5.200256E-03,2.12686E-01
-5.200164E-03,2.14150E-01
-5.200072E-03,2.16104E-01
-5.199980E-03,2.14150E-01
-5.199888E-03,2.13662E-01
-5.199796E-03,2.16104E-01
-5.199704E-03,2.17568E-01
-5.199612E-03,2.19033E-01
-5.199520E-03,2.20986E-01
-5.199428E-03,2.20010E-01
-5.199336E-03,2.21475E-01
-5.199244E-03,2.22451E-01
-5.199152E-03,2.24404E-01
-5.199060E-03,2.24404E-01
-5.198968E-03,2.24404E-01
-5.198876E-03,2.24404E-01
-5.198784E-03,2.23916E-01
-5.198692E-03,2.22451E-01
-5.198600E-03,2.20498E-01
-5.198508E-03,2.20498E-01
-5.198416E-03,2.18545E-01
-5.198324E-03,2.17568E-01
-5.198232E-03,2.14150E-01
-5.198140E-03,2.13662E-01
-5.198048E-03,2.13662E-01
-5.197956E-03,2.11221E-01
-5.197864E-03,2.11221E-01
-5.197772E-03,2.10244E-01
-5.197680E-03,2.10732E-01
-5.197588E-03,2.10244E-01
-5.197496E-03,2.08291E-01
-5.197404E-03,2.07314E-01
-5.197312E-03,2.09756E-01
-5.197220E-03,2.10244E-01
-5.197128E-03,2.11221E-01
-5.197036E-03,2.11709E-01
-5.196944E-03,2.15127E-01
-5.196852E-03,2.14150E-01
-5.196760E-03,2.15615E-01
-5.196668E-03,2.16592E-01
-5.196576E-03,2.18545E-01
-5.196484E-03,2.17568E-01
-5.196392E-03,2.17568E-01
-5.196300E-03,2.18545E-01
-5.196208E-03,2.19033E-01
-5.196116E-03,2.18545E-01
-5.196024E-03,2.17568E-01
-5.195932E-03,2.16592E-01
-5.195840E-03,2.12686E-01
-5.195748E-03,2.13662E-01
-5.195656E-03,2.12197E-01
-5.195564E-03,2.08779E-01
-5.195472E-03,2.08291E-01
-5.195380E-03,2.07803E-01
-5.195288E-03,2.05850E-01
-5.195196E-03,2.05361E-01
-5.195104E-03,2.06826E-01
-5.195012E-03,2.04873E-01
-5.194920E-03,2.03896E-01
-5.194828E-03,2.01943E-01
-5.194736E-03,2.04385E-01
-5.194644E-03,2.03896E-01
-5.194552E-03,2.05361E-01
-5.194460E-03,2.06826E-01
-5.194368E-03,2.08291E-01
-5.194276E-03,2.09756E-01
-5.194184E-03,2.09756E-01
-5.194092E-03,2.11221E-01
-5.194000E-03,2.10244E-01
-5.193908E-03,2.11709E-01
-5.193816E-03,2.11709E-01
-5.193724E-03,2.10244E-01
-5.193632E-03,2.12686E-01
-5.193540E-03,2.12197E-01
-5.193448E-03,2.11221E-01
-5.193356E-03,2.09756E-01
-5.193264E-03,2.09756E-01
-5.193172E-03,2.10244E-01
-5.193080E-03,2.08291E-01
-5.192988E-03,2.06338E-01
-5.192896E-03,2.06826E-01
-5.192804E-03,2.03408E-01
-5.192712E-03,2.03408E-01
-5.192620E-03,2.01455E-01
-5.192528E-03,2.01455E-01
-5.192436E-03,1.97549E-01
-5.192344E-03,1.99014E-01
-5.192252E-03,1.99014E-01
-5.192160E-03,1.99014E-01
-5.192068E-03,1.98525E-01
-5.191976E-03,2.00479E-01
-5.191884E-03,1.99990E-01
-5.191792E-03,2.00967E-01
-5.191700E-03,2.01455E-01
-5.191608E-03,2.01943E-01
-5.191516E-03,2.03408E-01
-5.191424E-03,2.02920E-01
-5.191332E-03,2.05361E-01
-5.191240E-03,2.05361E-01
-5.191148E-03,2.04873E-01
-5.191056E-03,2.05361E-01
-5.190964E-03,2.04385E-01
-5.190872E-03,2.05850E-01
-5.190780E-03,2.04873E-01
-5.190688E-03,2.04385E-01
-5.190596E-03,2.03896E-01
-5.190504E-03,2.04385E-01
-5.190412E-03,2.02432E-01
-5.190320E-03,2.00967E-01
-5.190228E-03,1.98525E-01
-5.190136E-03,1.96084E-01
-5.190044E-03,1.95596E-01
-5.189952E-03,1.96084E-01
-5.189860E-03,1.93643E-01
-5.189768E-03,1.95107E-01
-5.189676E-03,1.91201E-01
-5.189584E-03,1.91689E-01
-5.189492E-03,1.90225E-01
-5.189400E-03,1.93154E-01
-5.189308E-03,1.92666E-01
-5.189216E-03,1.92666E-01
-5.189124E-03,1.92178E-01
-5.189032E-03,1.95107E-01
-5.188940E-03,1.95107E-01
-5.188848E-03,1.97061E-01
-5.188756E-03,1.98037E-01
-5.188664E-03,1.97549E-01
-5.188572E-03,1.98525E-01
-5.188480E-03,1.99502E-01
-5.188388E-03,2.00479E-01
-5.188296E-03,1.99014E-01
-5.188204E-03,1.98525E-01
-5.188112E-03,1.99014E-01
-5.188020E-03,1.99014E-01
-5.187928E-03,1.96572E-01
-5.187836E-03,1.95596E-01
-5.187744E-03,1.95107E-01
-5.187652E-03,1.95107E-01
-5.187560E-03,1.93643E-01
-5.187468E-03,1.90713E-01
-5.187376E-03,1.93643E-01
-5.187284E-03,1.88271E-01
-5.187192E-03,1.89248E-01
-5.187100E-03,1.89736E-01
-5.187008E-03,1.87295E-01
-5.186916E-03,1.87295E-01
-5.186824E-03,1.87295E-01
-5.186732E-03,1.86318E-01
-5.186640E-03,1.88760E-01
-5.186548E-03,1.87295E-01
-5.186456E-03,1.87783E-01
-5.186364E-03,1.87295E-01
-5.186272E-03,1.89248E-01
-5.186180E-03,1.90225E-01
-5.186088E-03,1.91201E-01
-5.185996E-03,1.90713E-01
-5.185904E-03,1.92178E-01
-5.185812E-03,1.93643E-01
-5.185720E-03,1.92178E-01
-5.185628E-03,1.93154E-01
-5.185536E-03,1.92178E-01
-5.185444E-03,1.91689E-01
-5.185352E-03,1.91689E-01
-5.185260E-03,1.91201E-01
-5.185168E-03,1.89736E-01
-5.185076E-03,1.89736E-01
-5.184984E-03,1.85830E-01
-5.184892E-03,1.87783E-01
-5.184800E-03,1.86807E-01
-5.184708E-03,1.85830E-01
-5.184616E-03,1.85342E-01
-5.184524E-03,1.84854E-01
-5.184432E-03,1.84365E-01
-5.184340E-03,1.81436E-01
-5.184248E-03,1.81436E-01
-5.184156E-03,1.80947E-01
-5.184064E-03,1.82412E-01
-5.183972E-03,1.80459E-01
-5.183880E-03,1.81436E-01
-5.183788E-03,1.81436E-01
-5.183696E-03,1.83389E-01
-5.183604E-03,1.81924E-01
-5.183512E-03,1.81436E-01
-5.183420E-03,1.81924E-01
-5.183328E-03,1.84854E-01
-5.183236E-03,1.86318E-01
-5.183144E-03,1.86318E-01
-5.183052E-03,1.86318E-01
-5.182960E-03,1.88271E-01
-5.182868E-03,1.86318E-01
-5.182776E-03,1.87295E-01
-5.182684E-03,1.86807E-01
-5.182592E-03,1.83877E-01
-5.182500E-03,1.86807E-01
-5.182408E-03,1.84365E-01
-5.182316E-03,1.81924E-01
-5.182224E-03,1.83389E-01
-5.182132E-03,1.81436E-01
-5.182040E-03,1.78994E-01
-5.181948E-03,1.77529E-01
-5.181856E-03,1.78018E-01
-5.181764E-03,1.76064E-01
-5.181672E-03,1.75576E-01
-5.181580E-03,1.76064E-01
-5.181488E-03,1.75088E-01
-5.181396E-03,1.75088E-01
-5.181304E-03,1.75088E-01
-5.181212E-03,1.75088E-01
-5.181120E-03,1.76553E-01
-5.181028E-03,1.76553E-01
-5.180936E-03,1.76064E-01
-5.180844E-03,1.77529E-01
-5.180752E-03,1.79482E-01
-5.180660E-03,1.77529E-01
-5.180568E-03,1.78018E-01
-5.180476E-03,1.78506E-01
-5.180384E-03,1.78506E-01
-5.180292E-03,1.80459E-01
-5.180200E-03,1.79971E-01
-5.180108E-03,1.80459E-01
-5.180016E-03,1.80459E-01
-5.179924E-03,1.78506E-01
-5.179832E-03,1.79971E-01
-5.179740E-03,1.79482E-01
-5.179648E-03,1.77041E-01
-5.179556E-03,1.77529E-01
-5.179464E-03,1.77041E-01
-5.179372E-03,1.75088E-01
-5.179280E-03,1.74111E-01
-5.179188E-03,1.74111E-01
-5.179096E-03,1.70693E-01
-5.179004E-03,1.70205E-01
-5.178912E-03,1.72646E-01
-5.178820E-03,1.71670E-01
-5.178728E-03,1.70693E-01
-5.178636E-03,1.70693E-01
-5.178544E-03,1.72158E-01
-5.178452E-03,1.70205E-01
-5.178360E-03,1.69717E-01
-5.178268E-03,1.71670E-01
-5.178176E-03,1.73135E-01
-5.178084E-03,1.70693E-01
-5.177992E-03,1.72158E-01
-5.177900E-03,1.70205E-01
-5.177808E-03,1.71182E-01
-5.177716E-03,1.71182E-01
-5.177624E-03,1.73623E-01
-5.177532E-03,1.74111E-01
-5.177440E-03,1.74111E-01
-5.177348E-03,1.75088E-01
-5.177256E-03,1.74111E-01
-5.177164E-03,1.73135E-01
-5.177072E-03,1.71670E-01
-5.176980E-03,1.73623E-01
-5.176888E-03,1.72646E-01
-5.176796E-03,1.72646E-01
-5.176704E-03,1.72158E-01
-5.176612E-03,1.71182E-01
-5.176520E-03,1.69229E-01
-5.176428E-03,1.68740E-01
-5.176336E-03,1.67764E-01
-5.176244E-03,1.67275E-01
-5.176152E-03,1.67275E-01
-5.176060E-03,1.65322E-01
-5.175968E-03,1.68740E-01
-5.175876E-03,1.66787E-01
-5.175784E-03,1.65811E-01
-5.175692E-03,1.64346E-01
-5.175600E-03,1.66299E-01
-5.175508E-03,1.66299E-01
-5.175416E-03,1.64834E-01
-5.175324E-03,1.65811E-01
-5.175232E-03,1.66299E-01
-5.175140E-03,1.66787E-01
-5.175048E-03,1.66299E-01
-5.174956E-03,1.67275E-01
-5.174864E-03,1.70205E-01
-5.174772E-03,1.67764E-01
-5.174680E-03,1.69229E-01
-5.174588E-03,1.68740E-01
-5.174496E-03,1.68740E-01
-5.174404E-03,1.68740E-01
-5.174312E-03,1.68740E-01
-5.174220E-03,1.65811E-01
-5.174128E-03,1.67275E-01
-5.174036E-03,1.67275E-01
-5.173944E-03,1.64834E-01
-5.173852E-03,1.64834E-01
-5.173760E-03,1.63857E-01
-5.173668E-03,1.63857E-01
-5.173576E-03,1.64346E-01
-5.173484E-03,1.63857E-01
-5.173392E-03,1.62393E-01
-5.173300E-03,1.60439E-01
-5.173208E-03,1.61416E-01
-5.173116E-03,1.60439E-01
-5.173024E-03,1.61416E-01
-5.172932E-03,1.59463E-01
-5.172840E-03,1.60439E-01
-5.172748E-03,1.59463E-01
-5.172656E-03,1.60439E-01
-5.172564E-03,1.60439E-01
-5.172472E-03,1.60928E-01
-5.172380E-03,1.62881E-01
-5.172288E-03,1.62881E-01
-5.172196E-03,1.62881E-01
-5.172104E-03,1.61904E-01
-5.172012E-03,1.60439E-01
-5.171920E-03,1.61904E-01
-5.171828E-03,1.61416E-01
-5.171736E-03,1.62881E-01
-5.171644E-03,1.60439E-01
-5.171552E-03,1.60439E-01
-5.171460E-03,1.63369E-01
-5.171368E-03,1.63369E-01
-5.171276E-03,1.61416E-01
-5.171184E-03,1.60928E-01
-5.171092E-03,1.59951E-01
-5.171000E-03,1.61416E-01
-5.170908E-03,1.57021E-01
-5.170816E-03,1.59463E-01
-5.170724E-03,1.58975E-01
-5.170632E-03,1.57998E-01
-5.170540E-03,1.56533E-01
-5.170448E-03,1.56533E-01
-5.170356E-03,1.56533E-01
-5.170264E-03,1.55068E-01
-5.170172E-03,1.55557E-01
-5.170080E-03,1.57510E-01
-5.169988E-03,1.56533E-01
-5.169896E-03,1.56533E-01
-5.169804E-03,1.55557E-01
-5.169712E-03,1.56533E-01
-5.169620E-03,1.55068E-01
-5.169528E-03,1.56533E-01
-5.169436E-03,1.54580E-01
-5.169344E-03,1.54580E-01
-5.169252E-03,1.57021E-01
-5.169160E-03,1.57998E-01
-5.169068E-03,1.56045E-01
-5.168976E-03,1.57021E-01
-5.168884E-03,1.56045E-01
-5.168792E-03,1.56533E-01
-5.168700E-03,1.55068E-01
-5.168608E-03,1.56533E-01
-5.168516E-03,1.55068E-01
-5.168424E-03,1.55068E-01
-5.168332E-03,1.55557E-01
-5.168240E-03,1.55557E-01
-5.168148E-03,1.53604E-01
-5.168056E-03,1.54580E-01
-5.167964E-03,1.53604E-01
-5.167872E-03,1.51650E-01
-5.167780E-03,1.51162E-01
-5.167688E-03,1.50186E-01
-5.167596E-03,1.51162E-01
-5.167504E-03,1.52627E-01
-5.167412E-03,1.50674E-01
-5.167320E-03,1.49697E-01
-5.167228E-03,1.50186E-01
-5.167136E-03,1.51650E-01
-5.167044E-03,1.50186E-01
-5.166952E-03,1.52627E-01
-5.166860E-03,1.49697E-01
-5.166768E-03,1.51162E-01
-5.166676E-03,1.49697E-01
-5.166584E-03,1.51650E-01
-5.166492E-03,1.53115E-01
-5.166400E-03,1.53115E-01
-5.166308E-03,1.50186E-01
-5.166216E-03,1.51650E-01
-5.166124E-03,1.50186E-01
-5.166032E-03,1.52139E-01
-5.165940E-03,1.51162E-01
-5.165848E-03,1.49209E-01
-5.165756E-03,1.49209E-01
-5.165664E-03,1.49209E-01
-5.165572E-03,1.50674E-01
-5.165480E-03,1.50674E-01
-5.165388E-03,1.47744E-01
-5.165296E-03,1.48721E-01
-5.165204E-03,1.46768E-01
-5.165112E-03,1.46768E-01
-5.165020E-03,1.44326E-01
-5.164928E-03,1.45791E-01
-5.164836E-03,1.42861E-01
-5.164744E-03,1.46279E-01
-5.164652E-03,1.43838E-01
-5.164560E-03,1.43838E-01
-5.164468E-03,1.43350E-01
-5.164376E-03,1.44326E-01
-5.164284E-03,1.42861E-01
-5.164192E-03,1.44814E-01
-5.164100E-03,1.43838E-01
-5.164008E-03,1.45303E-01
-5.163916E-03,1.45791E-01
-5.163824E-03,1.44814E-01
-5.163732E-03,1.46768E-01
-5.163640E-03,1.46768E-01
-5.163548E-03,1.46279E-01
-5.163456E-03,1.45791E-01
-5.163364E-03,1.44326E-01
-5.163272E-03,1.45303E-01
-5.163180E-03,1.45791E-01
-5.163088E-03,1.45303E-01
-5.162996E-03,1.44326E-01
-5.162904E-03,1.45791E-01
-5.162812E-03,1.42861E-01
-5.162720E-03,1.46279E-01
-5.162628E-03,1.43838E-01
-5.162536E-03,1.42373E-01
-5.162444E-03,1.40420E-01
-5.162352E-03,1.41396E-01
-5.162260E-03,1.41885E-01
-5.162168E-03,1.38955E-01
-5.162076E-03,1.35537E-01
-5.161984E-03,1.39932E-01
-5.161892E-03,1.39443E-01
-5.161800E-03,1.39443E-01
-5.161708E-03,1.36514E-01
-5.161616E-03,1.36514E-01
-5.161524E-03,1.38955E-01
-5.161432E-03,1.37002E-01
-5.161340E-03,1.39443E-01
-5.161248E-03,1.38467E-01
-5.161156E-03,1.38955E-01
-5.161064E-03,1.38467E-01
-5.160972E-03,1.39932E-01
-5.160880E-03,1.39443E-01
-5.160788E-03,1.40908E-01
-5.160696E-03,1.40908E-01
-5.160604E-03,1.38955E-01
-5.160512E-03,1.40420E-01
-5.160420E-03,1.38955E-01
-5.160328E-03,1.39932E-01
-5.160236E-03,1.40420E-01
-5.160144E-03,1.39443E-01
-5.160052E-03,1.38467E-01
-5.159960E-03,1.40908E-01
-5.159868E-03,1.37979E-01
-5.159776E-03,1.36514E-01
-5.159684E-03,1.38467E-01
-5.159592E-03,1.37979E-01
-5.159500E-03,1.35049E-01
-5.159408E-03,1.34561E-01
-5.159316E-03,1.34561E-01
-5.159224E-03,1.33584E-01
-5.159132E-03,1.32607E-01
-5.159040E-03,1.32119E-01
-5.158948E-03,1.32119E-01
-5.158856E-03,1.33096E-01
-5.158764E-03,1.33096E-01
-5.158672E-03,1.30166E-01
-5.158580E-03,1.31143E-01
-5.158488E-03,1.30654E-01
-5.158396E-03,1.30654E-01
-5.158304E-03,1.32119E-01
-5.158212E-03,1.32119E-01
-5.158120E-03,1.33096E-01
-5.158028E-03,1.33096E-01
-5.157936E-03,1.34561E-01
-5.157844E-03,1.33096E-01
-5.157752E-03,1.33096E-01
-5.157660E-03,1.33096E-01
-5.157568E-03,1.33096E-01
-5.157476E-03,1.33584E-01
-5.157384E-03,1.33584E-01
-5.157292E-03,1.31631E-01
-5.157200E-03,1.31631E-01
-5.157108E-03,1.31143E-01
-5.157016E-03,1.30654E-01
-5.156924E-03,1.29678E-01
-5.156832E-03,1.29189E-01
-5.156740E-03,1.28213E-01
-5.156648E-03,1.28213E-01
-5.156556E-03,1.27725E-01
-5.156464E-03,1.28213E-01
-5.156372E-03,1.26260E-01
-5.156280E-03,1.27236E-01
-5.156188E-03,1.26748E-01
-5.156096E-03,1.25771E-01
-5.156004E-03,1.27236E-01
-5.155912E-03,1.26260E-01
-5.155820E-03,1.24795E-01
-5.155728E-03,1.28213E-01
-5.155636E-03,1.27725E-01
-5.155544E-03,1.25771E-01
-5.155452E-03,1.26748E-01
-5.155360E-03,1.27725E-01
-5.155268E-03,1.27725E-01
-5.155176E-03,1.28701E-01
-5.155084E-03,1.27236E-01
-5.154992E-03,1.27236E-01
-5.154900E-03,1.27236E-01
-5.154808E-03,1.25771E-01
-5.154716E-03,1.27725E-01
-5.154624E-03,1.26748E-01
-5.154532E-03,1.25283E-01
-5.154440E-03,1.25283E-01
-5.154348E-03,1.22842E-01
-5.154256E-03,1.23818E-01
-5.154164E-03,1.23818E-01
-5.154072E-03,1.22354E-01
-5.153980E-03,1.22354E-01
-5.153888E-03,1.21865E-01
-5.153796E-03,1.22354E-01
-5.153704E-03,1.20400E-01
-5.153612E-03,1.21377E-01
-5.153520E-03,1.21377E-01
-5.153428E-03,1.20889E-01
-5.153336E-03,1.21865E-01
-5.153244E-03,1.21865E-01
-5.153152E-03,1.19912E-01
-5.153060E-03,1.20889E-01
-5.152968E-03,1.20889E-01
-5.152876E-03,1.21377E-01
-5.152784E-03,1.20889E-01
-5.152692E-03,1.19912E-01
-5.152600E-03,1.21865E-01
-5.152508E-03,1.21865E-01
-5.152416E-03,1.22354E-01
-5.152324E-03,1.19912E-01
-5.152232E-03,1.20889E-01
-5.152140E-03,1.20889E-01
-5.152048E-03,1.21377E-01
-5.151956E-03,1.19424E-01
-5.151864E-03,1.20889E-01
-5.151772E-03,1.18936E-01
-5.151680E-03,1.20400E-01
-5.151588E-03,1.19424E-01
-5.151496E-03,1.18447E-01
-5.151404E-03,1.17471E-01
-5.151312E-03,1.16494E-01
-5.151220E-03,1.16982E-01
-5.151128E-03,1.16494E-01
-5.151036E-03,1.15029E-01
-5.150944E-03,1.15029E-01
-5.150852E-03,1.14541E-01
-5.150760E-03,1.15029E-01
-5.150668E-03,1.16494E-01
-5.150576E-03,1.16494E-01
-5.150484E-03,1.14053E-01
-5.150392E-03,1.15029E-01
-5.150300E-03,1.14053E-01
-5.150208E-03,1.15029E-01
-5.150116E-03,1.15029E-01
-5.150024E-03,1.15029E-01
-5.149932E-03,1.15518E-01
-5.149840E-03,1.16006E-01
-5.149748E-03,1.14541E-01
-5.149656E-03,1.15029E-01
-5.149564E-03,1.14541E-01
-5.149472E-03,1.16494E-01
-5.149380E-03,1.13564E-01
-5.149288E-03,1.14541E-01
-5.149196E-03,1.14053E-01
-5.149104E-03,1.15029E-01
-5.149012E-03,1.13076E-01
-5.148920E-03,1.13564E-01
-5.148828E-03,1.13564E-01
-5.148736E-03,1.12588E-01
-5.148644E-03,1.13076E-01
-5.148552E-03,1.12588E-01
-5.148460E-03,1.12100E-01
-5.148368E-03,1.11123E-01
-5.148276E-03,1.10635E-01
-5.148184E-03,1.10146E-01
-5.148092E-03,1.10635E-01
-5.148000E-03,1.10635E-01
-5.147908E-03,1.09658E-01
-5.147816E-03,1.09658E-01
-5.147724E-03,1.10146E-01
-5.147632E-03,1.10635E-01
-5.147540E-03,1.08193E-01
-5.147448E-03,1.11123E-01
-5.147356E-03,1.10635E-01
-5.147264E-03,1.11123E-01
-5.147172E-03,1.11123E-01
-5.147080E-03,1.10146E-01
-5.146988E-03,1.09658E-01
-5.146896E-03,1.10635E-01
-5.146804E-03,1.10635E-01
-5.146712E-03,1.08682E-01
-5.146620E-03,1.11123E-01
-5.146528E-03,1.11123E-01
-5.146436E-03,1.10146E-01
-5.146344E-03,1.09658E-01
-5.146252E-03,1.08682E-01
-5.146160E-03,1.06729E-01
-5.146068E-03,1.06240E-01
-5.145976E-03,1.06729E-01
-5.145884E-03,1.05752E-01
-5.145792E-03,1.04775E-01
-5.145700E-03,1.07217E-01
-5.145608E-03,1.06240E-01
-5.145516E-03,1.05752E-01
-5.145424E-03,1.05264E-01
-5.145332E-03,1.04287E-01
-5.145240E-03,1.05264E-01
-5.145148E-03,1.03311E-01
-5.145056E-03,1.04287E-01
-5.144964E-03,1.02822E-01
-5.144872E-03,1.03311E-01
-5.144780E-03,1.04287E-01
-5.144688E-03,1.04287E-01
-5.144596E-03,1.04775E-01
-5.144504E-03,1.04287E-01
-5.144412E-03,1.04287E-01
-5.144320E-03,1.04775E-01
-5.144228E-03,1.04775E-01
-5.144136E-03,1.05264E-01
-5.144044E-03,1.04775E-01
-5.143952E-03,1.06240E-01
-5.143860E-03,1.04775E-01
-5.143768E-03,1.04287E-01
-5.143676E-03,1.06240E-01
-5.143584E-03,1.03311E-01
-5.143492E-03,1.01357E-01
-5.143400E-03,1.02334E-01
-5.143308E-03,1.01357E-01
-5.143216E-03,1.01357E-01
-5.143124E-03,1.00869E-01
-5.143032E-03,1.00869E-01
-5.142940E-03,1.01357E-01
-5.142848E-03,9.89160E-02
-5.142756E-03,9.89160E-02
-5.142664E-03,9.89160E-02
-5.142572E-03,1.00381E-01
-5.142480E-03,1.00869E-01
-5.142388E-03,9.94043E-02
-5.142296E-03,1.00869E-01
-5.142204E-03,9.89160E-02
-5.142112E-03,9.79395E-02
-5.142020E-03,1.01357E-01
-5.141928E-03,1.01357E-01
-5.141836E-03,1.01357E-01
-5.141744E-03,1.00381E-01
-5.141652E-03,1.00381E-01
-5.141560E-03,1.00381E-01
-5.141468E-03,1.01357E-01
-5.141376E-03,1.01357E-01
-5.141284E-03,9.98926E-02
-5.141192E-03,1.00869E-01
-5.141100E-03,9.94043E-02
-5.141008E-03,1.00381E-01
-5.140916E-03,9.79395E-02
-5.140824E-03,9.89160E-02
-5.140732E-03,9.69629E-02
-5.140640E-03,9.59863E-02
-5.140548E-03,9.74512E-02
-5.140456E-03,9.69629E-02
-5.140364E-03,9.50098E-02
-5.140272E-03,9.54980E-02
-5.140180E-03,9.69629E-02
-5.140088E-03,9.59863E-02
-5.139996E-03,9.45215E-02
-5.139904E-03,9.45215E-02
